,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
246,0.7003,Sat Jun 09 22:38:46 +0000 2018,0.766,0.0,0.234,47,@FoxNews
247,0.8238,Sat Jun 09 22:37:22 +0000 2018,0.688,0.0,0.312,48,@FoxNews
248,0.2755,Sat Jun 09 22:35:24 +0000 2018,0.869,0.0,0.131,49,@FoxNews
249,0.7096,Sat Jun 09 22:33:28 +0000 2018,0.753,0.0,0.247,50,@FoxNews
250,-0.5859,Sat Jun 09 22:31:23 +0000 2018,0.609,0.278,0.113,51,@FoxNews
251,0.0,Sat Jun 09 22:31:09 +0000 2018,1.0,0.0,0.0,52,@FoxNews
252,0.3182,Sat Jun 09 22:29:49 +0000 2018,0.881,0.0,0.119,53,@FoxNews
253,0.0,Sat Jun 09 22:25:05 +0000 2018,1.0,0.0,0.0,54,@FoxNews
254,0.6597,Sat Jun 09 22:22:26 +0000 2018,0.738,0.0,0.262,55,@FoxNews
255,0.7906,Sat Jun 09 22:15:04 +0000 2018,0.72,0.0,0.28,56,@FoxNews
256,0.5919,Sat Jun 09 22:12:00 +0000 2018,0.797,0.0,0.203,57,@FoxNews
257,0.0,Sat Jun 09 22:09:43 +0000 2018,1.0,0.0,0.0,58,@FoxNews
258,0.0,Sat Jun 09 22:05:43 +0000 2018,1.0,0.0,0.0,59,@FoxNews
259,0.0,Sat Jun 09 21:59:10 +0000 2018,1.0,0.0,0.0,60,@FoxNews
260,0.7351,Sat Jun 09 21:48:00 +0000 2018,0.763,0.0,0.237,61,@FoxNews
261,0.0,Sat Jun 09 21:41:00 +0000 2018,1.0,0.0,0.0,62,@FoxNews
262,0.0,Sat Jun 09 21:39:41 +0000 2018,1.0,0.0,0.0,63,@FoxNews
263,0.128,Sat Jun 09 21:35:06 +0000 2018,0.909,0.0,0.091,64,@FoxNews
264,-0.6115,Sat Jun 09 21:32:10 +0000 2018,0.778,0.222,0.0,65,@FoxNews
265,0.0,Sat Jun 09 21:28:31 +0000 2018,1.0,0.0,0.0,66,@FoxNews
266,-0.7088,Sat Jun 09 21:17:59 +0000 2018,0.731,0.269,0.0,67,@FoxNews
267,0.0,Sat Jun 09 21:11:20 +0000 2018,1.0,0.0,0.0,68,@FoxNews
268,-0.4767,Sat Jun 09 21:03:40 +0000 2018,0.744,0.256,0.0,69,@FoxNews
269,0.0772,Sat Jun 09 20:58:00 +0000 2018,0.933,0.0,0.067,70,@FoxNews
270,0.3818,Sat Jun 09 20:53:00 +0000 2018,0.729,0.0,0.271,71,@FoxNews
271,0.0,Sat Jun 09 20:49:26 +0000 2018,1.0,0.0,0.0,72,@FoxNews
272,0.4939,Sat Jun 09 20:47:39 +0000 2018,0.775,0.0,0.225,73,@FoxNews
273,0.0,Sat Jun 09 20:43:46 +0000 2018,1.0,0.0,0.0,74,@FoxNews
274,0.891,Sat Jun 09 20:42:54 +0000 2018,0.602,0.0,0.398,75,@FoxNews
275,0.3612,Sat Jun 09 20:35:30 +0000 2018,0.839,0.0,0.161,76,@FoxNews
276,0.0,Sat Jun 09 20:34:17 +0000 2018,1.0,0.0,0.0,77,@FoxNews
277,-0.6486,Sat Jun 09 20:12:00 +0000 2018,0.65,0.35,0.0,78,@FoxNews
278,0.0,Sat Jun 09 20:07:00 +0000 2018,1.0,0.0,0.0,79,@FoxNews
279,0.0,Sat Jun 09 20:01:00 +0000 2018,1.0,0.0,0.0,80,@FoxNews
280,-0.2584,Sat Jun 09 19:55:00 +0000 2018,0.887,0.113,0.0,81,@FoxNews
281,0.0,Sat Jun 09 19:49:00 +0000 2018,0.562,0.247,0.191,82,@FoxNews
282,-0.4939,Sat Jun 09 19:42:46 +0000 2018,0.814,0.186,0.0,83,@FoxNews
283,0.6249,Sat Jun 09 19:37:46 +0000 2018,0.688,0.073,0.239,84,@FoxNews
284,-0.1531,Sat Jun 09 19:29:00 +0000 2018,0.897,0.103,0.0,85,@FoxNews
285,0.3182,Sat Jun 09 19:21:16 +0000 2018,0.905,0.0,0.095,86,@FoxNews
286,0.1655,Sat Jun 09 19:16:27 +0000 2018,0.93,0.0,0.07,87,@FoxNews
287,0.3612,Sat Jun 09 19:10:00 +0000 2018,0.737,0.0,0.263,88,@FoxNews
288,-0.6249,Sat Jun 09 19:02:20 +0000 2018,0.745,0.255,0.0,89,@FoxNews
289,-0.4215,Sat Jun 09 18:56:32 +0000 2018,0.495,0.322,0.183,90,@FoxNews
290,-0.4767,Sat Jun 09 18:46:34 +0000 2018,0.838,0.162,0.0,91,@FoxNews
291,-0.1531,Sat Jun 09 18:39:20 +0000 2018,0.897,0.103,0.0,92,@FoxNews
292,-0.296,Sat Jun 09 18:36:00 +0000 2018,0.896,0.104,0.0,93,@FoxNews
293,0.3612,Sat Jun 09 18:34:04 +0000 2018,0.848,0.0,0.152,94,@FoxNews
294,-0.7906,Sat Jun 09 18:27:42 +0000 2018,0.562,0.438,0.0,95,@FoxNews
295,0.0,Sat Jun 09 18:20:08 +0000 2018,1.0,0.0,0.0,96,@FoxNews
296,0.1027,Sat Jun 09 18:19:00 +0000 2018,0.789,0.096,0.114,97,@FoxNews
297,-0.5302,Sat Jun 09 18:16:48 +0000 2018,0.819,0.181,0.0,98,@FoxNews
298,0.5859,Sat Jun 09 18:14:09 +0000 2018,0.648,0.0,0.352,99,@FoxNews
299,-0.6249,Sat Jun 09 18:03:13 +0000 2018,0.638,0.362,0.0,100,@FoxNews
300,0.0,Sun Jun 10 03:00:10 +0000 2018,1.0,0.0,0.0,1,@CNN
301,0.6486,Sun Jun 10 02:30:06 +0000 2018,0.762,0.0,0.238,2,@CNN
302,0.539,Sun Jun 10 02:00:55 +0000 2018,0.852,0.0,0.148,3,@CNN
303,0.0,Sun Jun 10 01:39:24 +0000 2018,1.0,0.0,0.0,4,@CNN
304,-0.6486,Sun Jun 10 01:30:15 +0000 2018,0.782,0.218,0.0,5,@CNN
305,0.5859,Sun Jun 10 01:00:00 +0000 2018,0.847,0.0,0.153,6,@CNN
306,0.0,Sun Jun 10 00:30:08 +0000 2018,1.0,0.0,0.0,7,@CNN
307,-0.6901,Sun Jun 10 00:03:12 +0000 2018,0.738,0.262,0.0,8,@CNN
308,0.6124,Sun Jun 10 00:00:04 +0000 2018,0.762,0.0,0.238,9,@CNN
309,-0.5994,Sat Jun 09 23:30:13 +0000 2018,0.849,0.151,0.0,10,@CNN
310,-0.296,Sat Jun 09 23:00:05 +0000 2018,0.824,0.176,0.0,11,@CNN
311,0.8176,Sat Jun 09 22:58:33 +0000 2018,0.681,0.0,0.319,12,@CNN
312,0.765,Sat Jun 09 22:30:05 +0000 2018,0.526,0.145,0.329,13,@CNN
313,0.5859,Sat Jun 09 22:15:00 +0000 2018,0.703,0.074,0.223,14,@CNN
314,-0.6486,Sat Jun 09 22:00:13 +0000 2018,0.782,0.218,0.0,15,@CNN
315,0.2732,Sat Jun 09 21:53:00 +0000 2018,0.9,0.0,0.1,16,@CNN
316,-0.5574,Sat Jun 09 21:45:05 +0000 2018,0.841,0.159,0.0,17,@CNN
317,-0.296,Sat Jun 09 21:37:48 +0000 2018,0.885,0.115,0.0,18,@CNN
318,0.5927,Sat Jun 09 21:10:05 +0000 2018,0.815,0.0,0.185,19,@CNN
319,-0.1027,Sat Jun 09 21:00:06 +0000 2018,0.928,0.072,0.0,20,@CNN
320,0.0,Sat Jun 09 20:50:07 +0000 2018,1.0,0.0,0.0,21,@CNN
321,-0.4767,Sat Jun 09 20:40:09 +0000 2018,0.846,0.154,0.0,22,@CNN
322,0.0,Sat Jun 09 20:30:08 +0000 2018,1.0,0.0,0.0,23,@CNN
323,0.6705,Sat Jun 09 20:20:24 +0000 2018,0.618,0.085,0.297,24,@CNN
324,0.6486,Sat Jun 09 20:10:07 +0000 2018,0.762,0.0,0.238,25,@CNN
325,0.0,Sat Jun 09 20:00:09 +0000 2018,1.0,0.0,0.0,26,@CNN
326,0.539,Sat Jun 09 19:50:34 +0000 2018,0.852,0.0,0.148,27,@CNN
327,0.5859,Sat Jun 09 19:40:00 +0000 2018,0.847,0.0,0.153,28,@CNN
328,0.3612,Sat Jun 09 19:30:00 +0000 2018,0.878,0.0,0.122,29,@CNN
329,-0.7269,Sat Jun 09 19:20:09 +0000 2018,0.681,0.319,0.0,30,@CNN
330,-0.6486,Sat Jun 09 19:17:02 +0000 2018,0.782,0.218,0.0,31,@CNN
331,-0.7506,Sat Jun 09 19:10:07 +0000 2018,0.726,0.274,0.0,32,@CNN
332,0.0,Sat Jun 09 19:00:08 +0000 2018,1.0,0.0,0.0,33,@CNN
333,0.5719,Sat Jun 09 18:50:01 +0000 2018,0.861,0.0,0.139,34,@CNN
334,0.0,Sat Jun 09 18:40:00 +0000 2018,1.0,0.0,0.0,35,@CNN
335,0.0,Sat Jun 09 18:30:14 +0000 2018,1.0,0.0,0.0,36,@CNN
336,0.4215,Sat Jun 09 18:20:06 +0000 2018,0.882,0.0,0.118,37,@CNN
337,0.4215,Sat Jun 09 18:10:00 +0000 2018,0.781,0.0,0.219,38,@CNN
338,0.765,Sat Jun 09 18:00:06 +0000 2018,0.526,0.145,0.329,39,@CNN
339,0.0,Sat Jun 09 17:50:06 +0000 2018,1.0,0.0,0.0,40,@CNN
340,0.0,Sat Jun 09 17:40:05 +0000 2018,1.0,0.0,0.0,41,@CNN
341,0.0,Sat Jun 09 17:27:05 +0000 2018,1.0,0.0,0.0,42,@CNN
342,0.2732,Sat Jun 09 17:18:43 +0000 2018,0.514,0.221,0.265,43,@CNN
343,-0.4019,Sat Jun 09 16:59:35 +0000 2018,0.881,0.119,0.0,44,@CNN
344,-0.7506,Sat Jun 09 16:47:11 +0000 2018,0.67,0.33,0.0,45,@CNN
345,-0.5994,Sat Jun 09 16:36:04 +0000 2018,0.849,0.151,0.0,46,@CNN
346,0.4404,Sat Jun 09 16:26:06 +0000 2018,0.868,0.0,0.132,47,@CNN
347,0.7717,Sat Jun 09 16:14:06 +0000 2018,0.749,0.0,0.251,48,@CNN
348,0.0,Sat Jun 09 16:00:03 +0000 2018,1.0,0.0,0.0,49,@CNN
349,0.2023,Sat Jun 09 15:50:29 +0000 2018,0.913,0.0,0.087,50,@CNN
350,0.1779,Sat Jun 09 15:38:05 +0000 2018,0.773,0.097,0.13,51,@CNN
351,-0.296,Sat Jun 09 15:27:34 +0000 2018,0.824,0.176,0.0,52,@CNN
352,0.0,Sat Jun 09 15:13:56 +0000 2018,1.0,0.0,0.0,53,@CNN
353,-0.4585,Sat Jun 09 14:57:06 +0000 2018,0.813,0.187,0.0,54,@CNN
354,-0.0772,Sat Jun 09 14:43:08 +0000 2018,0.933,0.067,0.0,55,@CNN
355,0.6597,Sat Jun 09 14:36:51 +0000 2018,0.822,0.0,0.178,56,@CNN
356,0.2732,Sat Jun 09 14:30:03 +0000 2018,0.884,0.0,0.116,57,@CNN
357,0.539,Sat Jun 09 14:24:10 +0000 2018,0.852,0.0,0.148,58,@CNN
358,-0.3412,Sat Jun 09 14:20:07 +0000 2018,0.789,0.211,0.0,59,@CNN
359,0.5574,Sat Jun 09 14:18:20 +0000 2018,0.813,0.0,0.187,60,@CNN
360,0.0,Sat Jun 09 14:16:21 +0000 2018,1.0,0.0,0.0,61,@CNN
361,0.0,Sat Jun 09 14:09:49 +0000 2018,1.0,0.0,0.0,62,@CNN
362,0.34,Sat Jun 09 14:01:04 +0000 2018,0.888,0.0,0.112,63,@CNN
363,-0.3818,Sat Jun 09 13:46:07 +0000 2018,0.833,0.167,0.0,64,@CNN
364,0.0,Sat Jun 09 13:31:03 +0000 2018,1.0,0.0,0.0,65,@CNN
365,0.5719,Sat Jun 09 13:26:05 +0000 2018,0.829,0.0,0.171,66,@CNN
366,0.5859,Sat Jun 09 13:16:00 +0000 2018,0.847,0.0,0.153,67,@CNN
367,0.0,Sat Jun 09 13:01:05 +0000 2018,1.0,0.0,0.0,68,@CNN
368,0.0,Sat Jun 09 12:53:19 +0000 2018,0.763,0.119,0.119,69,@CNN
369,0.6124,Sat Jun 09 12:46:08 +0000 2018,0.762,0.0,0.238,70,@CNN
370,0.3818,Sat Jun 09 12:31:06 +0000 2018,0.698,0.0,0.302,71,@CNN
371,0.4939,Sat Jun 09 12:16:00 +0000 2018,0.856,0.0,0.144,72,@CNN
372,0.4576,Sat Jun 09 12:01:03 +0000 2018,0.786,0.0,0.214,73,@CNN
373,-0.5994,Sat Jun 09 11:52:04 +0000 2018,0.849,0.151,0.0,74,@CNN
374,0.0,Sat Jun 09 11:46:00 +0000 2018,1.0,0.0,0.0,75,@CNN
375,-0.296,Sat Jun 09 11:31:05 +0000 2018,0.824,0.176,0.0,76,@CNN
376,0.3612,Sat Jun 09 11:16:00 +0000 2018,0.878,0.0,0.122,77,@CNN
377,0.765,Sat Jun 09 11:01:06 +0000 2018,0.526,0.145,0.329,78,@CNN
378,-0.4588,Sat Jun 09 10:31:49 +0000 2018,0.857,0.143,0.0,79,@CNN
379,0.0,Sat Jun 09 10:16:00 +0000 2018,1.0,0.0,0.0,80,@CNN
380,0.0,Sat Jun 09 10:01:03 +0000 2018,1.0,0.0,0.0,81,@CNN
381,0.0,Sat Jun 09 09:31:04 +0000 2018,1.0,0.0,0.0,82,@CNN
382,0.4019,Sat Jun 09 09:29:10 +0000 2018,0.87,0.0,0.13,83,@CNN
383,0.5859,Sat Jun 09 09:16:00 +0000 2018,0.703,0.074,0.223,84,@CNN
384,0.0,Sat Jun 09 09:01:21 +0000 2018,1.0,0.0,0.0,85,@CNN
385,0.0,Sat Jun 09 08:31:08 +0000 2018,1.0,0.0,0.0,86,@CNN
386,-0.6124,Sat Jun 09 08:29:13 +0000 2018,0.762,0.238,0.0,87,@CNN
387,0.6369,Sat Jun 09 08:16:00 +0000 2018,0.794,0.0,0.206,88,@CNN
388,0.3612,Sat Jun 09 08:05:06 +0000 2018,0.751,0.089,0.16,89,@CNN
389,0.0,Sat Jun 09 08:01:09 +0000 2018,1.0,0.0,0.0,90,@CNN
390,0.2732,Sat Jun 09 07:46:00 +0000 2018,0.9,0.0,0.1,91,@CNN
391,0.0,Sat Jun 09 07:31:08 +0000 2018,1.0,0.0,0.0,92,@CNN
392,0.0,Sat Jun 09 07:16:00 +0000 2018,1.0,0.0,0.0,93,@CNN
393,-0.2732,Sat Jun 09 07:01:07 +0000 2018,0.896,0.104,0.0,94,@CNN
394,0.0,Sat Jun 09 06:46:00 +0000 2018,1.0,0.0,0.0,95,@CNN
395,0.0,Sat Jun 09 06:31:07 +0000 2018,1.0,0.0,0.0,96,@CNN
396,0.2263,Sat Jun 09 06:16:00 +0000 2018,0.894,0.0,0.106,97,@CNN
397,0.0,Sat Jun 09 06:01:07 +0000 2018,1.0,0.0,0.0,98,@CNN
398,0.8519,Sat Jun 09 05:46:00 +0000 2018,0.646,0.0,0.354,99,@CNN
399,0.7351,Sat Jun 09 05:16:00 +0000 2018,0.677,0.0,0.323,100,@CNN
400,0.0,Sun Jun 10 03:13:04 +0000 2018,1.0,0.0,0.0,1,@NYTimes
401,0.5719,Sun Jun 10 02:59:05 +0000 2018,0.861,0.0,0.139,2,@NYTimes
402,0.0,Sun Jun 10 02:50:25 +0000 2018,1.0,0.0,0.0,3,@NYTimes
403,-0.2263,Sun Jun 10 02:25:06 +0000 2018,0.921,0.079,0.0,4,@NYTimes
404,0.0,Sun Jun 10 02:15:35 +0000 2018,1.0,0.0,0.0,5,@NYTimes
405,-0.0772,Sun Jun 10 02:05:49 +0000 2018,0.874,0.126,0.0,6,@NYTimes
406,-0.7906,Sun Jun 10 02:03:04 +0000 2018,0.682,0.318,0.0,7,@NYTimes
407,0.6705,Sun Jun 10 01:56:53 +0000 2018,0.744,0.0,0.256,8,@NYTimes
408,0.0,Sun Jun 10 01:47:24 +0000 2018,1.0,0.0,0.0,9,@NYTimes
409,0.34,Sun Jun 10 01:35:50 +0000 2018,0.893,0.0,0.107,10,@NYTimes
410,0.0,Sun Jun 10 01:30:41 +0000 2018,1.0,0.0,0.0,11,@NYTimes
411,0.3612,Sun Jun 10 01:18:36 +0000 2018,0.906,0.0,0.094,12,@NYTimes
412,-0.5574,Sun Jun 10 01:03:05 +0000 2018,0.854,0.146,0.0,13,@NYTimes
413,-0.1531,Sun Jun 10 00:04:46 +0000 2018,0.849,0.151,0.0,14,@NYTimes
414,0.8074,Sat Jun 09 23:43:28 +0000 2018,0.722,0.0,0.278,15,@NYTimes
415,-0.4019,Sat Jun 09 23:43:02 +0000 2018,0.87,0.13,0.0,16,@NYTimes
416,-0.6705,Sat Jun 09 23:25:30 +0000 2018,0.353,0.647,0.0,17,@NYTimes
417,-0.128,Sat Jun 09 23:11:56 +0000 2018,0.747,0.137,0.116,18,@NYTimes
418,0.8225,Sat Jun 09 22:53:56 +0000 2018,0.691,0.0,0.309,19,@NYTimes
419,0.2023,Sat Jun 09 22:53:01 +0000 2018,0.776,0.095,0.129,20,@NYTimes
420,0.0,Sat Jun 09 22:36:48 +0000 2018,1.0,0.0,0.0,21,@NYTimes
421,-0.296,Sat Jun 09 22:20:02 +0000 2018,0.901,0.099,0.0,22,@NYTimes
422,0.5859,Sat Jun 09 22:10:05 +0000 2018,0.84,0.0,0.16,23,@NYTimes
423,0.1901,Sat Jun 09 22:00:09 +0000 2018,0.923,0.0,0.077,24,@NYTimes
424,0.6486,Sat Jun 09 21:45:04 +0000 2018,0.654,0.0,0.346,25,@NYTimes
425,-0.2411,Sat Jun 09 21:30:11 +0000 2018,0.906,0.094,0.0,26,@NYTimes
426,0.0,Sat Jun 09 21:15:06 +0000 2018,1.0,0.0,0.0,27,@NYTimes
427,0.0,Sat Jun 09 21:00:09 +0000 2018,1.0,0.0,0.0,28,@NYTimes
428,0.0,Sat Jun 09 20:45:08 +0000 2018,1.0,0.0,0.0,29,@NYTimes
429,0.0,Sat Jun 09 20:37:06 +0000 2018,1.0,0.0,0.0,30,@NYTimes
430,0.0,Sat Jun 09 20:30:05 +0000 2018,1.0,0.0,0.0,31,@NYTimes
431,-0.6249,Sat Jun 09 20:15:09 +0000 2018,0.788,0.212,0.0,32,@NYTimes
432,0.4019,Sat Jun 09 20:00:07 +0000 2018,0.791,0.065,0.144,33,@NYTimes
433,-0.2732,Sat Jun 09 19:45:02 +0000 2018,0.829,0.114,0.057,34,@NYTimes
434,-0.7351,Sat Jun 09 19:30:10 +0000 2018,0.676,0.324,0.0,35,@NYTimes
435,0.8126,Sat Jun 09 19:15:07 +0000 2018,0.709,0.0,0.291,36,@NYTimes
436,0.0,Sat Jun 09 19:00:09 +0000 2018,1.0,0.0,0.0,37,@NYTimes
437,0.0,Sat Jun 09 18:45:05 +0000 2018,1.0,0.0,0.0,38,@NYTimes
438,0.0,Sat Jun 09 18:30:14 +0000 2018,1.0,0.0,0.0,39,@NYTimes
439,0.0,Sat Jun 09 18:15:08 +0000 2018,1.0,0.0,0.0,40,@NYTimes
440,0.0,Sat Jun 09 18:00:05 +0000 2018,1.0,0.0,0.0,41,@NYTimes
441,0.128,Sat Jun 09 17:50:07 +0000 2018,0.775,0.103,0.122,42,@NYTimes
442,0.0,Sat Jun 09 17:40:03 +0000 2018,1.0,0.0,0.0,43,@NYTimes
443,0.0,Sat Jun 09 17:25:03 +0000 2018,1.0,0.0,0.0,44,@NYTimes
444,-0.0772,Sat Jun 09 17:10:03 +0000 2018,0.711,0.151,0.138,45,@NYTimes
445,0.4767,Sat Jun 09 17:00:23 +0000 2018,0.853,0.0,0.147,46,@NYTimes
446,0.0,Sat Jun 09 16:45:09 +0000 2018,1.0,0.0,0.0,47,@NYTimes
447,0.2732,Sat Jun 09 16:30:07 +0000 2018,0.741,0.107,0.152,48,@NYTimes
448,-0.5994,Sat Jun 09 16:15:02 +0000 2018,0.813,0.187,0.0,49,@NYTimes
449,0.743,Sat Jun 09 16:01:00 +0000 2018,0.704,0.0,0.296,50,@NYTimes
450,0.3612,Sat Jun 09 15:58:00 +0000 2018,0.872,0.0,0.128,51,@NYTimes
451,0.3612,Sat Jun 09 15:55:03 +0000 2018,0.884,0.0,0.116,52,@NYTimes
452,-0.7269,Sat Jun 09 15:41:58 +0000 2018,0.747,0.253,0.0,53,@NYTimes
453,0.2023,Sat Jun 09 15:32:50 +0000 2018,0.847,0.0,0.153,54,@NYTimes
454,0.6369,Sat Jun 09 15:16:31 +0000 2018,0.669,0.092,0.239,55,@NYTimes
455,0.7269,Sat Jun 09 15:05:06 +0000 2018,0.711,0.0,0.289,56,@NYTimes
456,-0.875,Sat Jun 09 14:51:21 +0000 2018,0.679,0.321,0.0,57,@NYTimes
457,-0.6705,Sat Jun 09 14:50:03 +0000 2018,0.809,0.191,0.0,58,@NYTimes
458,-0.0258,Sat Jun 09 14:37:50 +0000 2018,0.723,0.14,0.136,59,@NYTimes
459,0.5106,Sat Jun 09 14:36:39 +0000 2018,0.845,0.0,0.155,60,@NYTimes
460,0.0,Sat Jun 09 14:20:07 +0000 2018,1.0,0.0,0.0,61,@NYTimes
461,0.6369,Sat Jun 09 14:02:25 +0000 2018,0.84,0.0,0.16,62,@NYTimes
462,-0.296,Sat Jun 09 13:43:12 +0000 2018,0.864,0.136,0.0,63,@NYTimes
463,0.0,Sat Jun 09 13:38:05 +0000 2018,1.0,0.0,0.0,64,@NYTimes
464,0.4574,Sat Jun 09 13:26:45 +0000 2018,0.501,0.0,0.499,65,@NYTimes
465,0.7906,Sat Jun 09 13:06:58 +0000 2018,0.667,0.0,0.333,66,@NYTimes
466,0.0,Sat Jun 09 12:50:47 +0000 2018,1.0,0.0,0.0,67,@NYTimes
467,0.5859,Sat Jun 09 12:33:02 +0000 2018,0.787,0.0,0.213,68,@NYTimes
468,-0.296,Sat Jun 09 12:32:42 +0000 2018,0.784,0.216,0.0,69,@NYTimes
469,-0.296,Sat Jun 09 12:17:32 +0000 2018,0.909,0.091,0.0,70,@NYTimes
470,0.0,Sat Jun 09 12:00:08 +0000 2018,1.0,0.0,0.0,71,@NYTimes
471,-0.3182,Sat Jun 09 11:49:08 +0000 2018,0.723,0.277,0.0,72,@NYTimes
472,-0.8074,Sat Jun 09 11:41:16 +0000 2018,0.644,0.356,0.0,73,@NYTimes
473,0.0,Sat Jun 09 11:23:34 +0000 2018,1.0,0.0,0.0,74,@NYTimes
474,0.3612,Sat Jun 09 11:07:18 +0000 2018,0.783,0.0,0.217,75,@NYTimes
475,0.4404,Sat Jun 09 11:05:12 +0000 2018,0.707,0.0,0.293,76,@NYTimes
476,0.0,Sat Jun 09 11:03:06 +0000 2018,1.0,0.0,0.0,77,@NYTimes
477,0.6369,Sat Jun 09 10:35:35 +0000 2018,0.833,0.0,0.167,78,@NYTimes
478,0.25,Sat Jun 09 10:18:25 +0000 2018,0.895,0.0,0.105,79,@NYTimes
479,0.5267,Sat Jun 09 10:00:17 +0000 2018,0.855,0.0,0.145,80,@NYTimes
480,-0.1531,Sat Jun 09 09:41:41 +0000 2018,0.762,0.129,0.109,81,@NYTimes
481,0.6124,Sat Jun 09 09:24:47 +0000 2018,0.722,0.0,0.278,82,@NYTimes
482,0.5994,Sat Jun 09 09:07:20 +0000 2018,0.792,0.049,0.158,83,@NYTimes
483,-0.4215,Sat Jun 09 08:50:10 +0000 2018,0.714,0.286,0.0,84,@NYTimes
484,0.0,Sat Jun 09 08:42:33 +0000 2018,1.0,0.0,0.0,85,@NYTimes
485,0.5106,Sat Jun 09 08:26:14 +0000 2018,0.752,0.0,0.248,86,@NYTimes
486,-0.7579,Sat Jun 09 08:09:03 +0000 2018,0.622,0.303,0.075,87,@NYTimes
487,-0.6249,Sat Jun 09 07:42:08 +0000 2018,0.83,0.17,0.0,88,@NYTimes
488,0.8097,Sat Jun 09 07:25:53 +0000 2018,0.706,0.0,0.294,89,@NYTimes
489,0.0,Sat Jun 09 07:09:23 +0000 2018,1.0,0.0,0.0,90,@NYTimes
490,-0.25,Sat Jun 09 06:52:51 +0000 2018,0.595,0.232,0.173,91,@NYTimes
491,0.7184,Sat Jun 09 06:41:20 +0000 2018,0.662,0.077,0.261,92,@NYTimes
492,0.0,Sat Jun 09 06:24:54 +0000 2018,1.0,0.0,0.0,93,@NYTimes
493,0.357,Sat Jun 09 06:06:12 +0000 2018,0.879,0.0,0.121,94,@NYTimes
494,0.5859,Sat Jun 09 05:50:04 +0000 2018,0.743,0.0,0.257,95,@NYTimes
495,0.2732,Sat Jun 09 05:35:00 +0000 2018,0.584,0.168,0.248,96,@NYTimes
496,0.0,Sat Jun 09 05:32:30 +0000 2018,1.0,0.0,0.0,97,@NYTimes
497,-0.2023,Sat Jun 09 05:00:08 +0000 2018,0.708,0.163,0.129,98,@NYTimes
498,-0.34,Sat Jun 09 04:45:03 +0000 2018,0.893,0.107,0.0,99,@NYTimes
499,-0.0387,Sat Jun 09 04:30:05 +0000 2018,0.948,0.052,0.0,100,@NYTimes
